Sugarcane Leaf Image,Disease Category,Confidence,flag,username,timestamp
flagged\Sugarcane Leaf Image\ded145dedbb00dca6a25\mosaic 110.jpeg,"{""label"": ""Mosaic"", ""confidences"": null}","{""label"": ""95.38600000000001%"", ""confidences"": null}",,,2024-11-23 12:13:28.342065
